Metal,Substrate,theta,Temp,Me_MagpieData mean CovalentRadius,Me_MagpieData mean Electronegativity,Me_MagpieData mean NdValence,Me_MagpieData mean GSmagmom,Me_MagpieData mean SpaceGroupNumber,Ce_MagpieData mean MeltingT,Ce_MagpieData mean NpUnfilled
Au,Ba1F2,129.5522388,1373,136,2.54,10,0,225,369,0.666666667
Ag,Ba1F2,129.1940299,1273,145,1.93,10,0,225,369,0.666666667
Sn,Ca1F2,155.0143461,573,139,1.96,10,0,141,407.3333333,0.666666667
Sn,Ca1F2,147.2157284,673,139,1.96,10,0,141,407.3333333,0.666666667
Sn,Ca1F2,142.9984028,773,139,1.96,10,0,141,407.3333333,0.666666667
Sn,Ca1F2,138.9489901,873,139,1.96,10,0,141,407.3333333,0.666666667
Sn,Ca1F2,136.6066911,973,139,1.96,10,0,141,407.3333333,0.666666667
Sn,Ca1F2,130.8544049,1073,139,1.96,10,0,141,407.3333333,0.666666667
Sn,Ca1F2,125.9527074,1173,139,1.96,10,0,141,407.3333333,0.666666667
Sn,Ca1F2,120.881401,1273,139,1.96,10,0,141,407.3333333,0.666666667
Sn,Ca1F2,118.8800158,1373,139,1.96,10,0,141,407.3333333,0.666666667
In,Ca1F2,158.8933019,473,142,1.78,10,0,139,407.3333333,0.666666667
In,Ca1F2,156.3788498,573,142,1.78,10,0,139,407.3333333,0.666666667
In,Ca1F2,152.329437,673,142,1.78,10,0,139,407.3333333,0.666666667
In,Ca1F2,146.5771509,773,142,1.78,10,0,139,407.3333333,0.666666667
In,Ca1F2,141.5066925,873,142,1.78,10,0,139,407.3333333,0.666666667
In,Ca1F2,138.8226315,973,142,1.78,10,0,139,407.3333333,0.666666667
In,Ca1F2,135.7968085,1073,142,1.78,10,0,139,407.3333333,0.666666667
Ga,Ca1F2,147.0893698,373,122,1.81,10,0,64,407.3333333,0.666666667
Ga,Ca1F2,142.0197594,473,122,1.81,10,0,64,407.3333333,0.666666667
Ga,Ca1F2,141.2073328,573,122,1.81,10,0,64,407.3333333,0.666666667
Ga,Ca1F2,137.1613122,673,122,1.81,10,0,64,407.3333333,0.666666667
Ga,Ca1F2,135.6679058,773,122,1.81,10,0,64,407.3333333,0.666666667
Ga,Ca1F2,131.7906461,873,122,1.81,10,0,64,407.3333333,0.666666667
Ga,Ca1F2,126.8923407,973,122,1.81,10,0,64,407.3333333,0.666666667
Ga,Ca1F2,122.8446241,1073,122,1.81,10,0,64,407.3333333,0.666666667
Ga,Ca1F2,121.0103037,1173,122,1.81,10,0,64,407.3333333,0.666666667
Cu,Ca1F2,141.2098769,1373,132,1.9,10,0,225,407.3333333,0.666666667
Cu,Ca1F2,135.7781515,1433,132,1.9,10,0,225,407.3333333,0.666666667
Au,Ca1F2,135.7561024,1373,136,2.54,10,0,225,407.3333333,0.666666667
Ag,Ca1F2,133.4969117,1273,145,1.93,10,0,225,407.3333333,0.666666667
Al0.778Si0.124Mg0.098,Si1O2,85,1473,121.72,1.61656,0,0,222.21,598.8666667,2.666666667
Al0.778Si0.124Mg0.098,Si1O2,77,1473,121.72,1.61656,0,0,222.21,598.8666667,2.666666667
Al0.724Si0.124Mg0.152,Si1O2,73,1473,122.8,1.60036,0,0,220.536,598.8666667,2.666666667
Al0.724Si0.124Mg0.152,Si1O2,68,1473,122.8,1.60036,0,0,220.536,598.8666667,2.666666667
Al0.778Si0.124Mg0.098,Si1O2,125.8108108,923,121.72,1.61656,0,0,222.21,598.8666667,2.666666667
Al0.778Si0.124Mg0.098,Si1O2,125,1023,121.72,1.61656,0,0,222.21,598.8666667,2.666666667
Al0.778Si0.124Mg0.098,Si1O2,122.027027,1123,121.72,1.61656,0,0,222.21,598.8666667,2.666666667
Al0.778Si0.124Mg0.098,Si1O2,119.7297297,1223,121.72,1.61656,0,0,222.21,598.8666667,2.666666667
Al0.778Si0.124Mg0.098,Si1O2,117.7027027,1323,121.72,1.61656,0,0,222.21,598.8666667,2.666666667
Al0.778Si0.124Mg0.098,Si1O2,99.18918919,1373,121.72,1.61656,0,0,222.21,598.8666667,2.666666667
Al0.778Si0.124Mg0.098,Si1O2,125.6756757,923,121.72,1.61656,0,0,222.21,598.8666667,2.666666667
Al0.778Si0.124Mg0.098,Si1O2,118.1081081,1223,121.72,1.61656,0,0,222.21,598.8666667,2.666666667
Al0.778Si0.124Mg0.098,Si1O2,116.6216216,1323,121.72,1.61656,0,0,222.21,598.8666667,2.666666667
Al0.778Si0.124Mg0.098,Si1O2,94.05405405,1373,121.72,1.61656,0,0,222.21,598.8666667,2.666666667
Al0.724Si0.124Mg0.152,Si1O2,125.6756757,923,122.8,1.60036,0,0,220.536,598.8666667,2.666666667
Al0.724Si0.124Mg0.152,Si1O2,122.1621622,1023,122.8,1.60036,0,0,220.536,598.8666667,2.666666667
Al0.724Si0.124Mg0.152,Si1O2,106.2162162,1123,122.8,1.60036,0,0,220.536,598.8666667,2.666666667
Al0.724Si0.124Mg0.152,Si1O2,100.1351351,1223,122.8,1.60036,0,0,220.536,598.8666667,2.666666667
Al0.724Si0.124Mg0.152,Si1O2,96.62162162,1323,122.8,1.60036,0,0,220.536,598.8666667,2.666666667
Al0.724Si0.124Mg0.152,Si1O2,89.18918919,1373,122.8,1.60036,0,0,220.536,598.8666667,2.666666667
Al0.724Si0.124Mg0.152,Si1O2,118.2432432,1023,122.8,1.60036,0,0,220.536,598.8666667,2.666666667
Al0.724Si0.124Mg0.152,Si1O2,101.8918919,1123,122.8,1.60036,0,0,220.536,598.8666667,2.666666667
Al0.724Si0.124Mg0.152,Si1O2,96.08108108,1223,122.8,1.60036,0,0,220.536,598.8666667,2.666666667
Al0.724Si0.124Mg0.152,Si1O2,91.08108108,1323,122.8,1.60036,0,0,220.536,598.8666667,2.666666667
Al0.724Si0.124Mg0.152,Si1O2,85,1373,122.8,1.60036,0,0,220.536,598.8666667,2.666666667
Fe,Al2O3Si1O2,77,1873,132,1.83,6,2.1106628,229,478.4925,3
Fe,Al2O3Si1O2,105,1823,132,1.83,6,2.1106628,229,478.4925,3
Fe,Al2O3Si1O2,79,1823,132,1.83,6,2.1106628,229,478.4925,3
Ag,Si1O2,96,1173,145,1.93,10,0,225,598.8666667,2.666666667
Ag0.49Cu0.49Ti0.02,Si1O2,12,1173,138.93,1.9075,9.84,4.51E-07,224.38,598.8666667,2.666666667
Ag0.47Cu0.49Ti0.04,Si1O2,10,1173,139.23,1.8997,9.68,9.01E-07,223.76,598.8666667,2.666666667
Ag0.432Cu0.49Ti0.078,Si1O2,10,1173,139.8,1.88488,9.376,1.76E-06,222.582,598.8666667,2.666666667
Ag0.47Cu0.49Ti0.04,Si1O2,10,1123,139.23,1.8997,9.68,9.01E-07,223.76,598.8666667,2.666666667
Ag0.47Cu0.49Ti0.04,Si1O2,10,1223,139.23,1.8997,9.68,9.01E-07,223.76,598.8666667,2.666666667
Cu,Si1O2,117,1473,132,1.9,10,0,225,598.8666667,2.666666667
Cu0.95Al0.05,Si1O2,117,1473,131.45,1.8855,9.5,0,225,598.8666667,2.666666667
Cu0.85Al0.15,Si1O2,116,1473,130.35,1.8565,8.5,0,225,598.8666667,2.666666667
Cu0.7Al0.3,Si1O2,114,1473,128.7,1.813,7,0,225,598.8666667,2.666666667
Cu0.5Al0.5,Si1O2,95,1473,126.5,1.755,5,0,225,598.8666667,2.666666667
Cu,Al2O3,119.0622187,1473,132,1.9,10,0,225,406.268,3.2
Cu0.95Al0.05,Al2O3,107.2908254,1473,131.45,1.8855,9.5,0,225,406.268,3.2
Cu0.85Al0.15,Al2O3,107.583014,1473,130.35,1.8565,8.5,0,225,406.268,3.2
Cu0.7Al0.3,Al2O3,113.9370869,1473,128.7,1.813,7,0,225,406.268,3.2
Cu0.5Al0.5,Al2O3,100.853417,1473,126.5,1.755,5,0,225,406.268,3.2
Cu,Al2O3,115.729314,1473,132,1.9,10,0,225,406.268,3.2
Cu0.95Al0.05,Al2O3,108.8747139,1473,131.45,1.8855,9.5,0,225,406.268,3.2
Cu0.85Al0.15,Al2O3,108.2502122,1473,130.35,1.8565,8.5,0,225,406.268,3.2
Cu0.7Al0.3,Al2O3,109.3541501,1473,128.7,1.813,7,0,225,406.268,3.2
Cu0.5Al0.5,Al2O3,99.10388642,1473,126.5,1.755,5,0,225,406.268,3.2
Al,Si1O2,94,1073,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,96,1173,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,88,1273,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,64,1323,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,56,1373,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,47,1423,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,45,1473,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,37,1523,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,148,973,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,112,973,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,140,1023,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,88,1073,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,67,1073,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,106,1073,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,95,1123,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,68,1123,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,70,1173,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,93,1173,121,1.61,0,0,225,598.8666667,2.666666667
Al,Si1O2,76,1223,121,1.61,0,0,225,598.8666667,2.666666667
Fe,Al2O3,128,1823,132,1.83,6,2.1106628,229,406.268,3.2
Fe,Al2O3,124,1823,132,1.83,6,2.1106628,229,406.268,3.2
Fe,Al2O3,121,1823,132,1.83,6,2.1106628,229,406.268,3.2
Fe,Al2O3,68,1823,132,1.83,6,2.1106628,229,406.268,3.2
Fe,Al2O3,71,1823,132,1.83,6,2.1106628,229,406.268,3.2
Fe,Al2O3,114,1833,132,1.83,6,2.1106628,229,406.268,3.2
Fe,Al2O3Si1O2,78,1873,132,1.83,6,2.1106628,229,478.4925,3
Ni,Al2O3,119.7592344,1773,124,1.91,8,0.5953947,225,406.268,3.2
Ni,Al2O3,113.9984689,1773,124,1.91,8,0.5953947,225,406.268,3.2
Ni,Al2O3,111.4377033,1773,124,1.91,8,0.5953947,225,406.268,3.2
Ni,Al2O3,105.6784689,1773,124,1.91,8,0.5953947,225,406.268,3.2
Ni0.983Al0.017,Al2O3,100.2445933,1773,123.949,1.9049,7.864,0.58527299,225,406.268,3.2
Ni0.971Al0.029,Al2O3,95.12842105,1773,123.913,1.9013,7.768,0.578128254,225,406.268,3.2
Ni0.749Al0.251,Al2O3,82.71961722,1773,123.247,1.8347,5.992,0.44595063,225,406.268,3.2
Ni0.632Al0.368,Al2O3,76.03712919,1773,122.896,1.7996,5.056,0.37628945,225,406.268,3.2
Ni0.603Al0.397,Al2O3,75.40631579,1773,122.809,1.7909,4.824,0.359023004,225,406.268,3.2
Ni0.505Al0.495,Al2O3,76.71770335,1773,122.515,1.7615,4.04,0.300674324,225,406.268,3.2
Ni0.081Al0.919,Al2O3,75.57320574,1773,121.243,1.6343,0.648,0.048226971,225,406.268,3.2
Ni0.053Al0.947,Al2O3,65.34239234,1773,121.159,1.6259,0.424,0.031555919,225,406.268,3.2
Al,Al2O3,73.9984689,1773,121,1.61,0,0,225,406.268,3.2
Al,Al2O3,70.4784689,1773,121,1.61,0,0,225,406.268,3.2
Al,Al2O3,64.7184689,1773,121,1.61,0,0,225,406.268,3.2
Al,Al2O3,58.6384689,1773,121,1.61,0,0,225,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,137.8698225,1748,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,127.2189349,1753,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,120.3550296,1763,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,114.6745562,1773,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,107.1005917,1783,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,100.7100592,1793,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,100,1803,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,97.63313609,1813,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,94.79289941,1823,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,97,1823,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,100,1823,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,147,1753,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,103,1753,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe0.704Cr0.202Ni0.094,Al2O3,105,1753,132.662,1.80318,5.986,1.541873713,228.624,406.268,3.2
Fe,Mg0.5Al0.5O0.5N0.5,129.6697104,1823,132,1.83,6,2.1106628,229,493.58,2.5
Fe,Mg0.5Al0.5O0.5N0.5,132.4973582,1838,132,1.83,6,2.1106628,229,493.58,2.5
Fe,Mg0.5Al0.5O0.5N0.5,130.3698485,1848,132,1.83,6,2.1106628,229,493.58,2.5
Fe,Mg0.5Al0.5O0.5N0.5,129.8729238,1858,132,1.83,6,2.1106628,229,493.58,2.5
Fe,Mg0.5Al0.5O0.5N0.5,129.532609,1873,132,1.83,6,2.1106628,229,493.58,2.5
Fe,Mg0.5Al0.5O0.5N0.5,97,1823,132,1.83,6,2.1106628,229,493.58,2.5
Fe,Mg0.5Al0.5O0.5N0.5,78,1823,132,1.83,6,2.1106628,229,493.58,2.5
Ni,Al2O3,112,1743,124,1.91,8,0.5953947,225,406.268,3.2
Ni0.9Cr0.1,Al2O3,95,1743,125.5,1.885,7.7,0.53585523,225.4,406.268,3.2
Ni0.78Cr0.22,Al2O3,90,1743,127.3,1.855,7.34,0.464407866,225.88,406.268,3.2
Ni0.81Fe0.19,Al2O3,112,1743,125.52,1.8948,7.62,0.883295639,225.76,406.268,3.2
Ni0.632Fe0.148Cr0.22,Al2O3,90,1743,128.484,1.84316,7.044,0.688667545,226.472,406.268,3.2
Ni0.55Pd0.45,Al2O3,112,1523,130.75,2.0405,8.9,0.327467085,225,406.268,3.2
Ni0.549Pd0.351Cr0.1,Al2O3,112,1523,130.765,1.98679,8.402,0.32687169,225.4,406.268,3.2
Ni0.545Pd0.45Cr0.005,Al2O3,108,1523,130.825,2.03925,8.885,0.324490112,225.02,406.268,3.2
Ni0.583Pd0.405Cr0.012,Al2O3,110,1523,130.255,2.02445,8.774,0.34711511,225.048,406.268,3.2
Ni0.499Pd0.448Cr0.053,Al2O3,107,1523,131.515,2.02667,8.737,0.297101955,225.212,406.268,3.2
Ni0.4Pd0.445Cr0.155,Al2O3,113,1523,133,2.0003,8.425,0.23815788,225.62,406.268,3.2
Ni,Al2O3,113,1773,124,1.91,8,0.5953947,225,406.268,3.2
Ni0.95Ti0.05,Al2O3,83,1773,125.8,1.8915,7.7,0.565626092,223.45,406.268,3.2
Ni0.936Ti0.064,Al2O3,72,1773,126.304,1.88632,7.616,0.557290881,223.016,406.268,3.2
Ni0.871Ti0.129,Al2O3,63,1773,128.644,1.86227,7.226,0.518591691,221.001,406.268,3.2
Ni0.852Ti0.148,Al2O3,61,1773,129.328,1.85524,7.112,0.507279619,220.412,406.268,3.2
Ni0.803Ti0.197,Al2O3,50,1773,131.092,1.83711,6.818,0.478106383,218.893,406.268,3.2
Ni0.74Ti0.26,Al2O3,40,1773,133.36,1.8138,6.44,0.440597937,216.94,406.268,3.2
Ni0.9Mo0.1,Al2O3,108,1773,127,1.935,7.7,0.53585523,225.4,406.268,3.2
Ni0.861Mo0.096Ti0.043,Al2O3,88,1773,128.428,1.91809,7.454,0.512635806,224.051,406.268,3.2
Ni0.81Mo0.09Ti0.1,Al2O3,68,1773,130.3,1.8955,7.13,0.48227196,222.26,406.268,3.2
Ni0.78Mo0.087Ti0.133,Al2O3,59,1773,131.398,1.88254,6.941,0.464410863,221.225,406.268,3.2
Ni0.72Mo0.08Ti0.2,Al2O3,46,1773,133.6,1.856,6.56,0.428688691,219.12,406.268,3.2
Ni0.675Mo0.075Ti0.25,Al2O3,37,1773,135.25,1.83625,6.275,0.401897056,217.55,406.268,3.2
Ni0.8Mo0.2,Al2O3,111,1773,130,1.96,7.4,0.47631576,225.8,406.268,3.2
Ni0.786Mo0.196Ti0.018,Al2O3,103,1773,130.528,1.95234,7.304,0.46798064,225.226,406.268,3.2
Ni0.758Mo0.19Ti0.052,Al2O3,92,1773,131.572,1.93826,7.118,0.451310354,224.148,406.268,3.2
Ni0.74Mo0.185Ti0.075,Al2O3,84,1773,132.25,1.9285,6.995,0.440593768,223.415,406.268,3.2
Ni0.717Mo0.179Ti0.104,Al2O3,74,1773,133.114,1.91627,6.839,0.426900343,222.492,406.268,3.2
Ni0.706Mo0.177Ti0.117,Al2O3,74,1773,133.522,1.91096,6.767,0.420351295,222.081,406.268,3.2
Ni0.672Mo0.168Ti0.16,Al2O3,62,1773,134.8,1.8928,6.536,0.400108844,220.712,406.268,3.2
Ni0.666Mo0.167Ti0.167,Al2O3,60,1773,135.022,1.88996,6.497,0.396536633,220.491,406.268,3.2
Ni0.633Mo0.158Ti0.209,Al2O3,49,1773,136.264,1.87217,6.272,0.376889555,219.153,406.268,3.2
Ni0.58Mo0.42,Al2O3,110,1773,136.6,2.015,6.74,0.345328926,226.68,406.268,3.2
Ni0.572Mo0.414Ti0.014,Al2O3,92,1773,136.924,2.00832,6.674,0.340566084,226.222,406.268,3.2
Ni0.552Mo0.399Ti0.049,Al2O3,72,1773,137.734,1.99162,6.509,0.328658979,225.077,406.268,3.2
Ni0.532Mo0.385Ti0.083,Al2O3,63,1773,138.538,1.97554,6.347,0.316751851,223.967,406.268,3.2
Ni0.521Mo0.377Ti0.102,Al2O3,59,1773,138.982,1.96651,6.257,0.310202937,223.346,406.268,3.2
Ni0.509Mo0.369Ti0.122,Al2O3,54,1773,139.462,1.95711,6.161,0.303058651,222.694,406.268,3.2
